Province,,ID,Interview Date,Version,Commune,Nº of prior non-responses ,Do you agree to participate in this survey?    ,1. What commune do you live in?,"2.	Gender       ","3.	What is your age?      ",4.What is the highest level of education you have completed?,"5.	What is your nationality?","6.	What is your ethnicity? ",7.What is your religion? ,8. Which one of these items do you have at home? ,9. Which types of medical care have you used in the last six months?,10. Which types of medical care have you used the most in the last six months?,11.a. [School teachers],11.b. [Scientific medicine practitioners],11.c.  [Traditional Chinese medicine practitioner],11.d. [Traditional Khmer medicine practitioner],"11.e. [Friends (e.g. boyfriend, close friends)]",11.f.[Monks and religious leaders],11.g. [Work colleagues or bosses],11.h. [Community leaders],"11.i.  [Close family (e.g. mother, siblings, wife, grandmother)]",12.a.​ [Cambodia],12.b. [Vietnam],12.c. [Thailand],12.d. [China],12.e. [US],12.f. [Europe],13.a. [TV],13.b.[Radio],13.c.[Newspapers],13.d. [Social Media(e.g. Facebook)],UCT,14. This list is about transportation,15. About medical condition and treatments,16. Thinking of your closest family and friends.,17. NT (a),18. NT (b),19. When was the most recent time you used bear bile or gall bladder for medicinal products?  ,Use_Bile_EVER,20. How often have you used bear bile or gall bladder for medicinal products in the last six months? ,Use_Bile,21.a.[Bear bile/bear gallbladder has medicinal value],21.b.[It is easy to find places to buy bear bile/bear gallbladder ],21.c.[There are effective medicinal alternatives to bear bile/bear gallbladder],21. d. [The use of bear bile/bear gallbladder is an important part of my culture],22.a.[ Most of the people I respect use bear bile or gallbladder for medicinal purposes],22.b.[Most people I respect have difficulty finding bear bile or gall bladder],22.c.[Most people I respect prefer scientific to traditional medicine],"22.d.[Most people I respect prefer bear bile or gall bladder from a Sun bear, not a moon bear]",Other information,Province ,Compaign site,,,,,,,,,
Preah Vihear,1/24/2019 8:43,RB142,26/12/2018,B,Robieb,0,Yes,Robieb,Male   ,23,High school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Motorbike, Fan", None,None,Neither trust nor distrust,Trust,Distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Distrust,Trust,Trust,Neither trust nor distrust,Don’t know,Trust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Distrust,Red (B),1,0,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Don’t know,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 8:49,RB143,25/12/2018,A,Robieb,0,Yes,Robieb,Male   ,35,None, Cambodian         ,Khmer      ,Buddhist,Bicycle,"Western medicine, Traditional Khmer medicine",Western medicine,Trust,Completely trust,Distrust,Completely trust,Trust,Trust,Neither trust nor distrust,Trust,Completely trust,Trust,Distrust,Distrust,Distrust,Distrust,Distrust,Trust,Trust,Trust,Don’t know,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Strongly Agree,Agree,Question 8: In respondent's house has no items in the list. ,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 8:53,RB144,25/12/2018,B,Robieb,0,Yes,Robieb,Male   ,43,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Trust,Completely trust,Don’t know,Completely trust,Completely trust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Completely distrust,Distrust,Distrust,Distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Distrust,Red (B),2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Don’t know,Strongly Disagree,Don’t know,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 8:59,RB145,25/12/2018,B,Robieb,0,Yes,Robieb,Male   ,50,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Trust,Completely trust,Completely distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Completely distrust,Completely distrust,Trust,Trust,Completely distrust,Trust,Trust,Completely trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Red (B),2,3,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Don’t know,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:05,RB146,25/12/2018,B,Robieb,0,Yes,Robieb,Male   ,19,Primary school, Cambodian         ,Khmer      ,Christian,"Tractor, Mobile phone, Bicycle, Motorbike",Western medicine,Western medicine,Trust,Completely trust,Trust,Trust,Trust,Completely trust,Trust,Completely trust,Completely trust,Trust,Trust,Trust,Trust,Completely trust,Completely trust,Trust,Trust,Trust,Trust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Don’t know,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:10,RB147,25/12/2018,A,Robieb,0,Yes,Robieb,Male   ,43,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike","Western medicine, Traditional Khmer medicine",Western medicine,Distrust,Trust,Completely distrust,Completely distrust,Trust,Trust,Distrust,Trust,Completely trust,Trust,Completely distrust,Trust,Distrust,Trust,Trust,Distrust,Distrust,Don’t know,Don’t know,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Strongly Agree,Disagree,Don’t know,Don’t know,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:15,RB148,25/12/2018,B,Robieb,0,Yes,Robieb,Male   ,55,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Trust,Trust,Distrust,Distrust,Distrust,Distrust,Distrust,Trust,Trust,Distrust,Completely distrust,Distrust,Distrust,Trust,Trust,Distrust,Trust,Don’t know,Don’t know,Red (B),0,1,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:19,RB149,25/12/2018,B,Robieb,0,Yes,Robieb,Male   ,30,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Trust,Trust,Distrust,Trust,Trust,Trust,Neither trust nor distrust,Trust,Completely trust,Trust,Distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Trust,Distrust,Distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:26,RB150,25/12/2018,B,Robieb,0,Yes,Robieb,Male   ,36,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Trust,Completely trust,Trust,Distrust,Neither trust nor distrust,Completely trust,Don’t know,Neither trust nor distrust,Trust,Don’t know,Distrust,Neither trust nor distrust,Trust,Trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Disagree,Agree,Strongly Disagree,Don’t know,Strongly Agree,Strongly Agree,Strongly Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:30,RB151,26/12/2018,B,Robieb,0,Yes,Robieb,Male   ,45,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Trust,Trust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Don’t know,Don’t know,Don’t know,Don’t know,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:37,RB152,26/12/2018,B,Robieb,0,Yes,Robieb,Male   ,31,None, Cambodian         ,Khmer      ,Buddhist,"Mobile phone, Bicycle, Motorbike, Boat, Fan",Western medicine,Western medicine,Trust,Completely trust,Distrust,Trust,Trust,Trust,Trust,Completely trust,Completely trust,Don’t know,Distrust,Distrust,Distrust,Distrust,Distrust,Neither trust nor distrust,Distrust,Distrust,Completely distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Don’t know,Disagree,Don’t know,Agree,Don’t know,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:42,RB153,26/12/2018,B,Robieb,0,Yes,Robieb,Male   ,23,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike",Western medicine,Western medicine,Trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Disagree,Don’t know,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:50,RB154,27/12/2018,B,Robieb,0,Yes,Robieb,Male   ,51,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Trust,Don’t know,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Don’t know,Neither trust nor distrust,Trust,Trust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Neither trust nor distrust,Neither trust nor distrust,Don’t know,Don’t know,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Don’t know,Neither agree nor disagree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:53,RB155,30/12/2018,B,Robieb,0,Yes,Robieb,Male   ,35,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Neither trust nor distrust,Trust,Completely distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:35,RB156,30/12/2018,B,Robieb,0,Yes,Robieb,Male   ,30,None, Cambodian         ,Khmer      ,Buddhist,"Mobile phone, Motorbike, Fan",Traditional Khmer medicine,Traditional Khmer medicine,Distrust,Completely trust,Distrust,Neither trust nor distrust,Distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Completely distrust,Completely trust,Neither trust nor distrust,Completely trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Completely distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/25/2019 7:44,RB157,30/12/2018,B,Robieb,0,Yes,Robieb,Male   ,55,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Distrust,Trust,Don’t know,Trust,Neither trust nor distrust,Don’t know,Trust,Distrust,Completely trust,Trust,Completely distrust,Trust,Don’t know,Don’t know,Don’t know,Trust,Trust,Don’t know,Don’t know,Red (B),0,3,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Don’t know,Don’t know,Don’t know,Don’t know,Disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/25/2019 7:48,RB158,30/12/2018,A,Robieb,0,Yes,Robieb,Male   ,28,Primary school, Cambodian         ,Khmer      ,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Neither trust nor distrust,Trust,Don’t know,Don’t know,Distrust,Distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Completely distrust,Trust,Don’t know,Don’t know,Completely trust,Trust,Trust,Trust,Distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 13:38,RB159,30/12/2018,A,Robieb,0,Yes,Robieb,Male   ,25,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone",Western medicine,Western medicine,Neither trust nor distrust,Completely trust,Completely distrust,Neither trust nor distrust,Trust,Completely distrust,Trust,Trust,Completely trust,Trust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Completely distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 13:43,RB166,30/12/2018,B,Robieb,0,Yes,Robieb,Male   ,60,None, Cambodian         ,Khmer      ,Buddhist,"TV, Mobile phone, Motorbike, Car/Van, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Completely trust,Distrust,Neither trust nor distrust,Distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Completely trust,Distrust,Distrust,Distrust,Neither trust nor distrust,Red (B),2,1,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Don’t know,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:36,RB160,27/12/2018,A,Robieb,0,Yes,Robieb,Male   ,28,Secondary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Neither trust nor distrust,Trust,Don’t know,Completely distrust,Completely distrust,Completely distrust,Distrust,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Distrust,Distrust,Distrust,Neither trust nor distrust,Green (A)    ,2,1,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:40,RB161,27/12/2018,B,Robieb,0,Yes,Robieb,Male   ,56,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike, Car/Van, Fan",Western medicine,Western medicine,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Don’t know,Don’t know,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:44,RB162,27/12/2018,A,Robieb,0,Yes,Robieb,Male   ,37,Secondary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike",Western medicine,Western medicine,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Distrust,Trust,Neither trust nor distrust,Trust,Neither trust nor distrust,Distrust,Distrust,Distrust,Completely distrust,Green (A)    ,2,0,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:48,RB163,27/12/2018,A,Robieb,0,Yes,Robieb,Male   ,33,Primary school, Cambodian         ,Khmer      ,Buddhist,"Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Neither trust nor distrust,Completely trust,Completely distrust,Neither trust nor distrust,Distrust,Trust,Don’t know,Distrust,Completely trust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Don’t know,Don’t know,Don’t know,Neither trust nor distrust,Neither trust nor distrust,Don’t know,Don’t know,Green (A)    ,2,1,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:54,RB164,26/12/2018,B,Robieb,0,Yes,Robieb,Male   ,35,None, Cambodian         ,Khmer      ,Buddhist,"Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Distrust,Don’t know,Don’t know,Trust,Trust,Neither trust nor distrust,Distrust,Distrust,Completely distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Agree,Neither agree nor disagree,Strongly Disagree,Strongly Agree,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 11:06,RB165,26/12/2018,A,Robieb,0,Yes,Robieb,Male   ,40,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike, Fan", None,None,Completely trust,Completely trust,Completely trust,Trust,Completely trust,Completely trust,Trust,Completely trust,Completely trust,Trust,Distrust,Distrust,Distrust,Distrust,Trust,Don’t know,Don’t know,Don’t know,Don’t know,Green (A)    ,1,0,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Don’t know,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 11:10,RB167,25/12/2018,A,Robieb,0,Yes,Robieb,Male   ,38,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike","Western medicine, Traditional Khmer medicine",Western medicine,Neither trust nor distrust,Trust,Distrust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Distrust,Distrust,Distrust,Green (A)    ,1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Don’t know,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 11:14,RB168,27/12/2018,B,Robieb,0,Yes,Robieb,Male   ,62,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike",Western medicine,Western medicine,Trust,Trust,Don’t know,Trust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Disagree,Strongly Agree,Agree,Don’t know,Strongly Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 11:19,RB169,27/12/2018,A,Robieb,0,Yes,Robieb,Male   ,23,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Distrust,Trust,Don’t know,Trust,Don’t know,Trust,Trust,Don’t know,Trust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
